,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATEashish N+ NITRITEashishN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1357,1023,ashish,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",22,6,7.3,755,6,2.1,1000,4950,2009
1358,1024,ashish,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",21,4.9,7.4,892,14,4.4,8000,75000,2009
1359,1025,ashish,"GHAGGAR GHashish1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",22,6.4,7.1,1085,8.5,8.1,ashish,ashish,2009
1360,1026,ashish,"GHAGGAR GHashish2 AT CHANDARPUR SYPHON,  HARYANA",20,5.6,8.1,905,11.5,7.1,ashish,ashish,2009
1361,1295,ashish,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",22,5,6.7,813,7.5,2.2,1300,9000,2009
1362,1473,ashish,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",21,5.6,7.3,964,14,4.2,8000,70000,2009
1363,1698,ashish,"GHAGGAR AT D/S CHHATBIR, PUNJAB",20,5.7,7.4,968,9.5,3.1,5000,25500,2009
1364,1699,ashish,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",21,5.3,7.4,779,10,3.1,7000,52500,2009
1365,1700,ashish,"D/S DHAKANSU NALLAH, PUNJAB",21,4.8,7.4,825,19,4.6,9500,75000,2009
1366,1701,ashish,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",23,2.9,7.3,1035,13,3.9,3050,27500,2009
1367,1702,ashish,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",21,4.5,7.2,885,10.5,3.3,1100,12000,2009
1368,1703,ashish,"GHAGGER AT MOONAK, PUNJAB",20,4.8,7.5,896,10,4.1,7000,70000,2009
1369,1704,ashish,"GHAGGAR AT D/S SARDULGARH, PUNJAB",24,3.1,7.6,1130,11.5,4.1,9000,75000,2009
1370,1705,ashish,"GHAGGAR AT U/S SARDULGARH, PUNJAB",25,3.1,7.6,1000,10,3.7,6000,62500,2009
1371,1884,ashish,GHAGGAR AT KALA AMB D/S MARKANDA RIVER,28,1.9,8.4,2187,354,5.4,ashish,ashish,2009
1372,1885,ashish, RIVER GHAGGAR AT D/S OF SURAJPUR,28,7,7.8,350,2.5,ashish,ashish,ashish,2009
1373,1887,ashish,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),16,7.2,6.2,930,8,1.5,ashish,ashish,2009
1374,1870,ashish,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",22,5.475,7.82,721.5,6.9,1.26,87.25,249,2009
1375,1717,ashish,"KODRA DAM, MOUNT ABU, RAJASTHAN",23,4.8,7.3,260,0.8,1.1,3,7,2009
1376,1424,ashish,"IMPHAL AT MAHABALI, MANIPUR",23,7.6,7.5,307,1.5,ashish,ashish,153,2009
1377,1457,ashish,"IMPHAL AT KOIRENGEI, MANIPUR",23,8.4,7.4,106,1.4,ashish,ashish,36,2009
1378,1458,ashish,"IRIL AT PORAMPET, MANIPUR",23,9,7.8,221,1.3,ashish,ashish,77,2009
1379,1624,ashish,"IRIL LILONG, MANIPUR",25,8.7,7.4,318,1.5,ashish,ashish,132,2009
1380,1625,ashish,"NAMBUL HUMP BRIDGE, MANIPUR",25,1.9,7.3,537,9.9,ashish,ashish,525,2009
1381,1626,ashish,"NAMBUL HEIRANGOITHONG, MANIPUR",25,7.7,7.3,550,10.4,ashish,ashish,603,2009
1382,1627,ashish,"KIYAMGI, Imphal, MANIPUR",25,7.9,7.6,185,1.3,ashish,ashish,115,2009
1383,1628,ashish,"MINUTHONG IMPHAL RIVER, MANIPUR",26,8,7.6,202,2.5,ashish,ashish,85,2009
1384,1925,ashish,KHUGA RIVER (CHURACHANDPUR DIST.),25,7.4,7.6,214,1.8,ashish,ashish,148,2009
1385,1926,ashish,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",23,8.3,7.7,185,2,ashish,ashish,75,2009
1386,1427,ashish,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",18,9.6,7.1,225,4.4,3,310,460,2009
1387,1428,ashish,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",19,8.8,7.2,131,0.9,ashish,ashish,205,2009
1388,2050,ashish,TLAWNG UPSTREAM AIZAWL,24,7.4,7.8,272,0.9,ashish,8,295,2009
1389,2051,ashish,TLAWNG DOWNSTREAM AIZAWL,24,7.5,7.8,327,1.2,ashish,0,56,2009
1390,2052,ashish,TUIRIAL UPPER CATCHMENT,26,8.1,7.8,365,1.3,ashish,13,33,2009
1391,2053,ashish,TUIRIAL LOWER CATCHMENT,26,7.9,7.5,350,1.8,ashish,41,90,2009
1392,1403,ashish,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",28,6.6,7.7,143,1.3,0,201,322,2009
1393,1404,ashish,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",29,6.3,7.6,164,2.8,0.1,442,577,2009
1394,1726,ashish,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",28,5.7,7.8,170,3.4,0.2,469,608,2009
1395,1631,ashish,MYNTDU JAINTIA HILLS MEGHALAYA,21,6.4,7.025,187.63,3.175,2.675,2225,2925,2009
1396,1633,ashish,"SIMSANG, WILLIAMNAGAR, MEGHALAYA",25,8.35,7.125,110.75,1.525,3.075,252.5,355,2009
1397,1632,ashish,"GANOL, TURA, MEGHALAYA",24,8.45,6.95,104.25,1.2,2.6,222.5,312.5,2009
